id,name,now_cost,position,team,news_added,expected_goals_conceded_per_90,own_goals,saves_per_90,bonus,transfers_in_event,bps,creativity_rank_type,points_per_game_rank,red_cards,penalties_saved,saves,corners_and_indirect_freekicks_order,goals_scored,creativity_rank,expected_assists_per_90,cost_change_event_fall,minutes,expected_goals_conceded,cost_change_start_fall,selected_rank_type,ep_next,now_cost_rank,event_points,value_form,starts,transfers_out_event,form_rank_type,threat_rank,influence_rank,now_cost_rank_type,form_rank,ict_index_rank_type,chance_of_playing_next_round,transfers_out,threat,ict_index_rank,in_dreamteam,web_name,direct_freekicks_order,clean_sheets,selected_by_percent,assists,expected_goal_involvements,expected_goal_involvements_per_90,creativity,ep_this,points_per_game_rank_type,points_per_game,expected_assists,yellow_cards,transfers_in,value_season,expected_goals,chance_of_playing_this_round,news,cost_change_event,form,total_points,selected_rank,penalties_missed,ict_index,goals_conceded,influence_rank_type,penalties_order,goals_conceded_per_90,cost_change_start,status,threat_rank_type,clean_sheets_per_90,expected_goals_per_90,influence,starts_per_90,dreamteam_count
335,James Shea,44,GKP,Luton,,0.0,0,0.0,0,21,0,63,549,0,0,0,,0,529,0.0,0,0,0.00,1,55,-0.5,480,0,0.0,0,193,75,512,541,25,506,76,,8572,0.0,545,False,Shea,,0,0.1,0,0.00,0.0,0.0,-0.5,76,0.0,0.00,0,1190,0.0,0.00,,,0,0.0,0,368,0,0.0,0,76,,0.0,-1,a,58,0.0,0.0,0.0,0.0,0
336,Joe Taylor,45,FWD,Luton,2023-08-11T10:53:00.375635Z,0.0,0,0.0,0,0,0,65,617,0,0,0,,0,606,0.0,0,0,0.00,0,62,0.0,400,0,0.0,0,225,62,596,609,68,583,63,0.0,21423,0.0,614,False,Taylor,,0,0.1,0,0.00,0.0,0.0,0.0,66,0.0,0.00,0,0,0.0,0.00,0.0,Season long loan to Colchester United,0,0.0,0,396,0,0.0,0,62,,0.0,0,u,63,0.0,0.0,0.0,0.0,0
337,Elliot Thorpe,45,MID,Luton,2023-07-13T12:00:04.224388Z,0.0,0,0.0,0,0,0,234,615,0,0,0,,0,603,0.0,0,0,0.00,0,293,0.0,394,0,0.0,0,5,216,593,607,227,581,237,0.0,525,0.0,611,False,Thorpe,,0,0.0,0,0.00,0.0,0.0,0.0,238,0.0,0.00,0,14,0.0,0.00,0.0,Joined Shrewsbury Town on a season-long loan,0,0.0,0,699,0,0.0,0,233,,0.0,0,u,233,0.0,0.0,0.0,0.0,0
338,Jack Walton,40,GKP,Luton,2023-07-11T09:00:04.234257Z,0.0,0,0.0,0,0,0,37,487,0,0,0,,0,464,0.0,0,0,0.00,0,81,0.0,634,0,0.0,0,13,52,438,480,52,435,53,0.0,595,0.0,485,False,Walton,,0,0.0,0,0.00,0.0,0.0,0.0,53,0.0,0.00,0,0,0.0,0.00,0.0,Joined Dundee United on a season-long loan - Expected back 01 Jul,0,0.0,0,655,0,0.0,0,53,,0.0,0,u,32,0.0,0.0,0.0,0.0,0
339,Louie Watson,44,MID,Luton,2023-09-01T21:49:21.681463Z,0.0,0,0.0,0,0,0,211,574,0,0,0,,0,555,0.0,0,0,0.00,1,105,0.0,528,0,0.0,0,425,192,541,566,283,537,214,0.0,23893,0.0,570,False,Watson,,0,0.2,0,0.00,0.0,0.0,0.0,215,0.0,0.00,0,3951,0.0,0.00,0.0,Season-long loan to Charlton,0,0.0,0,339,0,0.0,0,210,,0.0,-1,u,208,0.0,0.0,0.0,0.0,0
340,Cauley Woodrow,44,FWD,Luton,,2.22,0,0.0,0,4842,26,29,350,0,0,0,,0,180,0.61,0,65,1.60,1,27,0.3,484,1,0.2,0,3394,36,221,326,87,269,41,,66458,27.0,288,False,Woodrow,,0,0.9,0,0.99,1.37,48.7,0.3,43,1.0,0.44,0,81759,1.4,0.55,,,0,0.8,6,171,0,9.7,2,38,3.0,2.77,-1,a,44,0.0,0.76,23.0,0.0,0
393,Teden Mengi,39,DEF,Luton,,0.97,0,0.0,0,2758,19,136,336,0,0,0,,0,372,0.02,0,155,1.67,1,76,0.1,716,1,0.2,1,1424,99,354,299,228,297,126,,25103,3.0,356,False,Mengi,,0,0.7,0,0.06,0.04,2.5,0.1,113,1.0,0.03,0,73154,0.8,0.03,,,0,0.6,3,194,0,3.7,2,113,,1.16,-1,a,124,0.0,0.02,31.0,0.58,0
553,Ryan Giles,44,DEF,Luton,,2.37,0,0.0,0,77,42,21,355,0,0,0,2.0,0,96,0.12,1,268,7.05,1,141,-0.3,532,0,0.0,3,449,124,260,273,130,352,75,,12859,17.0,229,False,Giles,,0,0.1,0,0.41,0.14,89.2,-0.3,128,1.0,0.35,0,8319,0.9,0.06,,,-1,0.2,4,374,0,15.0,8,106,,2.69,-1,a,78,0.0,0.02,43.4,1.01,0
575,Tom Lockyer,43,DEF,Luton,2023-09-28T17:00:09.592247Z,2.01,0,0.0,1,1451,75,104,219,0,0,0,,1,312,0.01,0,585,13.09,2,118,2.3,575,1,0.7,7,814,32,133,105,142,102,49,100.0,13099,60.0,163,False,Lockyer,,0,0.2,0,0.89,0.14,13.3,2.3,74,2.0,0.06,2,15588,3.3,0.83,100.0,,0,2.8,14,309,0,20.4,13,40,,2.0,-2,a,21,0.0,0.13,130.8,1.08,0
582,Pelly Ruddock Mpanzu,49,MID,Luton,,2.09,0,0.0,0,53,34,98,292,0,0,0,,0,153,0.28,0,413,9.59,1,184,1.1,233,2,0.3,4,144,91,190,286,152,200,115,,4444,37.0,254,False,Mpanzu,,0,0.0,0,1.72,0.37,59.8,1.1,134,1.5,1.30,0,2224,2.4,0.42,,,0,1.6,12,520,0,13.2,8,119,,1.74,-1,a,103,0.0,0.09,37.2,0.87,0
586,Tahith Chong,49,MID,Luton,,1.67,0,0.0,0,62,17,132,316,0,0,0,,0,240,0.03,0,364,6.75,1,135,-0.1,261,1,0.1,4,389,157,160,315,170,341,127,,12189,47.0,287,False,Chong,,0,0.1,0,0.43,0.1,28.6,-0.1,146,1.3,0.13,2,8059,1.6,0.30,,,0,0.4,8,415,0,9.8,9,135,,2.23,-1,a,92,0.0,0.07,25.6,0.99,0
602,Issa Kaboré,40,DEF,Luton,,1.65,0,0.0,0,9985,75,19,242,0,0,0,,0,94,0.15,0,476,8.72,0,22,1.5,678,0,0.5,6,16161,52,234,201,206,158,53,,342059,23.0,177,False,Kaboré,,0,6.8,1,0.91,0.17,90.7,1.5,80,1.9,0.78,2,442392,3.2,0.13,,,0,2.0,13,60,0,18.8,8,79,,1.51,0,a,68,0.0,0.02,74.8,1.13,0
614,Thomas Kaminski,45,GKP,Luton,,1.84,0,3.12,1,229,114,69,222,0,0,25,,0,583,0.0,0,720,14.75,0,41,1.5,344,3,0.4,8,1065,16,571,32,15,161,10,,16801,0.0,170,False,Kaminski,,0,0.3,0,0.02,0.0,0.0,1.5,22,2.0,0.02,1,26087,3.6,0.00,,,0,2.0,16,280,0,19.8,15,10,,1.88,0,a,65,0.0,0.0,199.0,1.0,0
630,Ross Barkley,49,MID,Luton,2023-09-16T23:30:07.302434Z,1.67,0,0.0,0,75,18,92,263,0,0,0,3.0,0,141,0.18,0,155,2.88,1,143,-0.3,227,1,0.0,2,192,169,264,374,147,368,132,100.0,16245,17.0,296,False,Barkley,1.0,0,0.1,0,0.55,0.32,65.2,-0.3,121,1.7,0.31,0,4583,1.0,0.24,100.0,,0,0.2,5,441,0,8.9,4,167,,2.32,-1,a,139,0.0,0.14,10.2,1.16,0
631,Jacob Brown,49,FWD,Luton,,2.23,0,0.0,0,304,29,16,254,0,0,0,,0,127,0.06,0,432,10.71,1,57,1.3,266,2,0.4,5,570,30,62,294,55,187,24,,15258,116.0,154,False,Brown,,0,0.2,1,1.78,0.37,70.8,1.3,33,1.8,0.31,2,18218,2.9,1.47,,,0,1.8,14,354,0,21.1,10,36,,2.08,-1,a,24,0.0,0.31,34.2,1.04,0
648,Aidan Francis-Clarke,40,DEF,Luton,2023-09-11T14:13:13.987409Z,0.0,0,0.0,0,0,0,201,535,0,0,0,,0,511,0.0,0,0,0.00,0,210,0.0,693,0,0.0,0,31,183,488,528,216,484,204,0.0,1099,0.0,532,False,Francis-Clarke,,0,0.0,0,0.00,0.0,0.0,0.0,203,0.0,0.00,0,713,0.0,0.00,0.0,Season long loan to Dagenham and Redbridge,0,0.0,0,597,0,0.0,0,205,,0.0,0,u,190,0.0,0.0,0.0,0.0,0
665,Tim Krul,45,GKP,Luton,,0.0,0,0.0,0,32,0,68,598,0,0,0,,0,581,0.0,0,0,0.00,0,69,-0.5,342,0,0.0,0,105,79,569,590,14,564,80,,1511,0.0,594,False,Krul,,0,0.0,0,0.00,0.0,0.0,-0.5,80,0.0,0.00,0,1690,0.0,0.00,,,0,0.0,0,535,0,0.0,0,80,,0.0,0,a,64,0.0,0.0,0.0,0.0,0
682,Joseph Johnson,40,DEF,Luton,,0.0,0,0.0,0,98,0,203,537,0,0,0,,0,513,0.0,0,0,0.00,0,204,-0.5,695,0,0.0,0,78,185,490,530,218,486,206,,924,0.0,534,False,Johnson,,0,0.0,0,0.00,0.0,0.0,-0.5,205,0.0,0.00,0,1725,0.0,0.00,,,0,0.0,0,565,0,0.0,0,207,,0.0,0,a,192,0.0,0.0,0.0,0.0,0
341,Manuel Akanji,50,DEF,Man City,2023-08-27T23:00:07.209360Z,0.74,0,0.0,1,4064,125,26,74,0,0,0,,0,118,0.06,0,540,4.45,0,19,3.0,192,0,0.4,6,24043,56,233,114,24,169,38,100.0,636213,24.0,146,False,Akanji,,3,7.4,0,0.46,0.08,76.3,2.5,26,3.8,0.35,1,828540,4.6,0.11,100.0,,0,2.0,23,52,0,22.2,4,45,,0.67,0,a,67,0.5,0.02,122.8,1.0,0
342,Nathan Aké,51,DEF,Man City,2023-08-06T23:30:05.855914Z,0.79,0,0.0,1,6842,108,73,124,0,0,0,,1,242,0.05,0,461,4.03,-1,25,2.2,161,2,0.2,5,13390,79,91,153,15,237,41,100.0,466862,89.0,151,False,Aké,,1,6.3,0,1.12,0.22,28.1,1.7,41,3.1,0.26,0,551719,4.3,0.86,100.0,,0,1.2,22,66,0,21.6,5,59,,0.98,1,a,8,0.2,0.17,99.4,0.98,0
343,Julián Álvarez,70,FWD,Man City,,0.65,0,0.0,8,84774,193,1,14,0,0,0,2.0,3,11,0.16,0,662,4.75,-5,2,6.0,33,2,0.7,8,58274,3,24,26,13,33,3,,804829,203.0,9,True,J.Alvarez,2.0,3,32.6,5,3.95,0.54,275.5,5.5,4,6.0,1.16,2,3396008,6.9,2.79,,,0,5.0,48,10,0,69.1,5,4,3.0,0.68,5,a,10,0.41,0.38,213.4,1.09,2
344,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,2023-09-20T09:00:09.855543Z,0.57,0,0.0,3,4372,86,34,78,0,0,0,,1,49,0.33,0,374,2.38,2,48,4.5,57,1,0.6,4,2034,35,169,141,35,74,55,100.0,426607,45.0,96,False,Bernardo,,1,1.3,1,1.73,0.41,131.2,4.0,34,3.8,1.38,2,89181,3.0,0.35,100.0,,0,3.5,19,150,0,28.2,3,51,,0.72,-2,a,96,0.24,0.08,105.6,0.96,1
345,Oscar Bobb,44,MID,Man City,,0.69,0,0.0,0,289,21,154,221,0,0,0,,0,294,0.23,0,47,0.36,1,172,2.2,556,0,0.3,0,248,101,368,387,298,226,180,,3294,2.0,387,False,Bobb,,0,0.1,1,0.12,0.23,16.0,1.7,96,2.0,0.12,0,4429,1.4,0.00,,,0,1.2,6,500,0,2.5,1,175,,1.91,-1,a,181,0.0,0.0,7.4,0.0,0
346,João Cancelo,58,DEF,Man City,2023-09-01T21:47:31.722632Z,0.0,0,0.0,0,0,0,235,714,0,0,0,,0,714,0.0,0,0,0.00,2,61,0.0,75,0,0.0,0,1755,232,714,714,5,707,235,0.0,262800,0.0,714,False,Cancelo,,0,1.2,0,0.00,0.0,0.0,0.0,235,0.0,0.00,0,23685,0.0,0.00,0.0,Season-long loan to Barcelona,0,0.0,0,156,0,0.0,0,235,,0.0,-2,u,235,0.0,0.0,0.0,0.0,0
347,Scott Carson,39,GKP,Man City,,0.0,0,0.0,0,206,0,7,437,0,0,0,,0,411,0.0,0,0,0.00,1,63,1.0,696,0,0.0,0,144,23,384,430,73,382,25,,3937,0.0,434,False,Carson,,0,0.1,0,0.00,0.0,0.0,0.5,25,0.0,0.00,0,3957,0.0,0.00,,,0,0.0,0,428,0,0.0,0,25,,0.0,-1,a,2,0.0,0.0,0.0,0.0,0
348,Shea Charles,45,MID,Man City,2023-07-11T09:00:10.230763Z,0.0,0,0.0,0,0,0,245,632,0,0,0,,0,623,0.0,0,0,0.00,0,311,0.0,427,0,0.0,0,0,228,614,626,240,601,248,0.0,34,0.0,631,False,Charles,,0,0.0,0,0.00,0.0,0.0,0.0,248,0.0,0.00,0,0,0.0,0.00,0.0,Permanent Transfer to Southampton,0,0.0,0,725,0,0.0,0,244,,0.0,0,u,244,0.0,0.0,0.0,0.0,0
349,Kevin De Bruyne,102,MID,Man City,2023-08-12T08:00:06.610027Z,0.41,0,0.0,0,271,4,148,409,0,0,0,1.0,0,281,0.65,0,22,0.10,3,40,0.0,4,0,0.0,1,2076,310,383,416,2,720,181,0.0,1276660,1.0,393,False,De Bruyne,1.0,0,1.7,0,0.18,0.73,18.8,0.0,196,1.0,0.16,0,9382,0.1,0.02,0.0,Hamstring injury - Expected back 16 Dec,0,0.0,1,135,0,2.2,0,192,4.0,0.0,-3,i,193,0.0,0.08,2.4,4.09,0
350,Rúben Gato Alves Dias,55,DEF,Man City,,0.76,1,0.0,1,8008,110,54,147,0,0,0,,0,202,0.07,0,630,5.29,0,16,3.2,102,2,0.4,7,13988,49,119,109,7,151,33,,406615,67.0,131,False,Rúben,,2,8.2,0,0.85,0.12,43.0,2.7,51,2.9,0.48,0,439940,3.6,0.37,,,0,2.2,20,49,0,23.9,6,42,,0.86,0,a,16,0.29,0.05,127.8,1.0,0
352,Ederson Santana de Moraes,56,GKP,Man City,,0.7,0,1.38,0,7870,129,2,108,0,0,11,,0,341,0.0,0,720,5.59,-1,2,3.5,87,1,0.4,8,31862,15,713,113,1,124,18,,590893,0.0,255,False,Ederson M.,,3,19.4,0,0.02,0.0,10.0,3.0,11,3.4,0.02,2,809715,4.8,0.00,,,0,2.5,27,19,0,13.2,6,18,,0.75,1,a,85,0.38,0.0,124.2,1.0,0
353,Phil Foden,76,MID,Man City,,0.77,0,0.0,6,12602,156,5,35,0,0,0,3.0,1,7,0.22,0,605,5.17,-1,13,5.2,18,2,0.6,7,42774,25,36,52,11,52,13,,898145,159.0,17,False,Foden,,3,12.2,3,2.39,0.36,289.7,4.7,19,4.8,1.45,0,1192179,5.0,0.94,,,0,4.2,38,33,0,62.4,5,20,,0.74,1,a,21,0.45,0.14,173.4,1.04,0
354,Jack Grealish,73,MID,Man City,2023-09-06T09:30:07.230998Z,0.51,0,0.0,2,873,41,64,157,0,0,0,4.0,0,87,0.25,0,193,1.10,2,37,1.2,24,0,0.0,2,4182,178,136,264,14,381,81,100.0,443222,60.0,165,False,Grealish,,1,1.8,1,0.92,0.43,96.1,0.7,68,2.8,0.54,1,65111,1.5,0.38,100.0,,0,0.2,11,126,0,20.3,1,110,,0.47,-2,a,80,0.47,0.18,46.6,0.93,0
355,Erling Haaland,140,FWD,Man City,,0.7,0,0.0,6,10241,218,4,5,0,0,0,,8,55,0.05,1,709,5.52,0,1,5.0,1,2,0.3,8,115347,5,1,2,1,56,1,,511545,424.0,3,True,Haaland,,3,88.6,1,8.27,1.05,124.0,4.5,2,6.9,0.42,0,526298,3.9,7.85,,,-1,4.0,55,1,1,86.1,6,1,1.0,0.76,0,a,1,0.38,1.0,311.8,1.02,2
356,Mateo Kovačić,49,MID,Man City,2023-09-13T11:30:07.486692Z,0.53,0,0.0,0,641,84,68,198,0,0,0,,0,92,0.12,0,456,2.70,1,73,1.8,230,2,0.2,5,1255,129,245,250,150,283,98,100.0,95783,20.0,212,False,Kovačić,,3,0.5,0,0.80,0.16,91.3,1.3,84,2.2,0.60,2,34107,2.7,0.20,100.0,,0,0.8,13,233,0,16.3,3,101,,0.59,-1,a,127,0.59,0.04,51.8,0.99,0
357,Aymeric Laporte,49,DEF,Man City,2023-08-25T08:36:39.711991Z,0.57,0,0.0,0,0,4,151,386,0,0,0,,0,408,0.0,0,11,0.07,1,146,0.0,238,0,0.0,0,178,227,265,367,27,658,135,0.0,33231,17.0,378,False,Laporte,,0,0.1,0,0.12,0.98,0.1,0.0,135,1.0,0.00,0,2340,0.2,0.12,0.0,Transferred to Al Nassr,0,0.0,1,383,0,2.9,0,138,,0.0,-1,u,80,0.0,0.98,11.4,0.0,0
358,Rico Lewis,43,DEF,Man City,,0.36,0,0.0,0,3686,53,122,93,0,0,0,,0,342,0.02,0,147,0.58,2,100,2.8,590,6,0.4,2,867,59,346,402,155,178,142,,56715,4.0,401,False,R.Lewis,,2,0.3,0,0.03,0.02,9.7,2.3,33,3.5,0.03,0,39163,3.3,0.00,,,0,1.8,14,261,0,1.9,0,147,,0.0,-2,a,120,1.22,0.0,4.8,1.22,0
359,Riyad Mahrez,75,MID,Man City,2023-07-31T07:05:47.120993Z,0.0,0,0.0,0,0,0,311,723,0,0,0,,0,723,0.0,0,0,0.00,0,181,0.0,19,0,0.0,0,34,309,723,723,12,718,311,0.0,5315,0.0,723,False,Mahrez,,0,0.0,0,0.00,0.0,0.0,0.0,311,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Al-Ahli,0,0.0,0,516,0,0.0,0,311,,0.0,0,u,311,0.0,0.0,0.0,0.0,0
361,Stefan Ortega Moreno,39,GKP,Man City,,0.0,0,0.0,0,964,0,11,442,0,0,0,,0,416,0.0,0,0,0.00,1,27,1.0,702,0,0.0,0,1149,27,389,435,77,388,29,,44563,0.0,439,False,Ortega Moreno,,0,0.7,0,0.00,0.0,0.0,0.5,29,0.0,0.00,0,36803,0.0,0.00,,,0,0.0,0,195,0,0.0,0,29,,0.0,-1,a,6,0.0,0.0,0.0,0.0,0
363,Máximo Perrone,44,MID,Man City,2023-08-25T08:39:41.545276Z,0.0,0,0.0,0,0,0,223,591,0,0,0,,0,572,0.0,0,0,0.00,1,262,0.0,557,0,0.0,0,15,204,558,583,299,555,226,0.0,2076,0.0,587,False,Perrone,,0,0.0,0,0.00,0.0,0.0,0.0,227,0.0,0.00,0,332,0.0,0.00,0.0,Season-long loan to UD Las Palmas,0,0.0,0,650,0,0.0,0,222,,0.0,-1,u,220,0.0,0.0,0.0,0.0,0
364,Kalvin Phillips,48,MID,Man City,,1.45,0,0.0,0,60,10,174,379,0,0,0,,0,347,0.09,0,70,1.13,2,187,1.5,299,0,0.1,0,137,148,334,361,197,323,178,,3109,6.0,383,False,Phillips,,0,0.0,0,0.14,0.18,8.1,1.0,173,1.0,0.07,0,1327,0.6,0.07,,,0,0.5,3,523,0,2.7,1,159,,1.29,-2,a,169,0.0,0.09,13.0,0.0,0
365,Rodrigo Hernandez,56,MID,Man City,2023-09-23T21:30:07.288023Z,1.06,0,0.0,5,7076,125,37,49,1,0,0,,2,54,0.33,0,480,5.63,-1,19,0.8,90,0,0.0,6,16757,311,44,49,55,724,24,100.0,1061842,140.0,39,False,Rodrigo,,2,5.8,1,2.74,0.51,126.0,0.0,22,4.3,1.77,2,1069350,4.6,0.97,0.0,,0,-0.2,26,71,0,44.1,3,19,,0.56,1,a,28,0.38,0.18,174.8,1.12,1
366,Sergio Gómez,39,DEF,Man City,,0.12,0,0.0,0,3221,17,102,171,0,0,0,,0,303,0.48,0,15,0.02,1,60,1.2,719,0,0.1,0,2987,117,344,339,231,343,125,,76124,4.0,355,False,Sergio Gómez,,0,1.2,1,0.08,0.48,14.6,0.7,57,2.5,0.08,0,89953,1.3,0.00,,,0,0.2,5,155,0,3.8,0,127,,0.0,-1,a,118,0.0,0.0,19.4,0.0,0
367,Zack Steffen,39,GKP,Man City,,0.0,0,0.0,0,520,0,13,446,0,0,0,,0,421,0.0,0,0,0.00,1,49,1.0,709,0,0.0,0,412,28,394,439,79,392,30,,8110,0.0,443,False,Steffen,,0,0.2,0,0.00,0.0,0.0,0.5,30,0.0,0.00,0,11090,0.0,0.00,,,0,0.0,0,319,0,0.0,0,30,,0.0,-1,a,8,0.0,0.0,0.0,0.0,0
368,John Stones,53,DEF,Man City,2023-10-06T15:30:08.904549Z,0.25,0,0.0,0,2906,3,147,397,0,0,0,,0,398,0.0,0,22,0.06,2,37,1.2,141,1,0.0,0,3398,130,697,423,10,373,154,100.0,2109290,0.0,433,False,Stones,,0,3.1,0,0.00,0.0,0.4,0.2,136,1.0,0.00,0,27449,0.2,0.00,25.0,,0,0.2,1,99,0,0.1,1,152,,4.09,-2,a,234,0.0,0.0,0.6,0.0,0
369,Kyle Walker,53,DEF,Man City,,0.7,0,0.0,2,31594,162,6,69,0,0,0,,0,35,0.11,0,720,5.59,-3,8,4.8,140,2,0.7,8,25919,23,201,160,9,64,22,,432640,34.0,91,False,Walker,,3,16.3,1,0.93,0.12,163.1,4.3,24,3.9,0.87,1,1488904,5.8,0.06,,,0,3.8,31,25,0,29.0,6,64,,0.75,3,a,52,0.38,0.01,93.2,1.0,0
566,Matheus Luiz Nunes,50,MID,Man City,2023-08-19T18:00:07.522141Z,1.23,0,0.0,0,484,53,78,265,1,0,0,,0,113,0.11,0,360,4.92,0,103,3.2,207,1,0.4,4,1120,63,238,207,132,148,96,100.0,25133,22.0,203,False,Matheus N.,,1,0.2,1,0.48,0.12,77.7,2.7,123,1.7,0.43,0,19414,2.0,0.05,100.0,,0,2.2,10,334,0,17.2,7,85,,1.75,0,a,123,0.25,0.01,73.0,1.0,0
616,Joško Gvardiol,50,DEF,Man City,,0.68,0,0.0,1,6442,98,31,116,0,0,0,,0,131,0.09,0,461,3.47,0,31,3.5,209,2,0.5,5,11674,40,223,179,25,119,57,,380802,27.0,185,False,Gvardiol,,2,4.7,0,0.64,0.13,69.3,3.0,38,3.2,0.46,1,461805,3.8,0.18,,,0,2.5,19,79,0,18.3,3,71,,0.59,0,a,64,0.39,0.04,86.2,0.98,0
678,Jérémy Doku,65,MID,Man City,,0.86,0,0.0,2,6628,66,47,156,0,0,0,,1,65,0.32,0,327,3.12,0,45,4.0,49,1,0.5,4,11479,43,67,157,28,97,47,,117336,110.0,79,False,Doku,,0,1.5,0,1.43,0.39,112.2,3.5,67,2.8,1.17,1,254906,2.2,0.26,,,0,3.0,14,145,0,31.7,5,59,,1.38,0,a,39,0.0,0.07,95.2,1.1,0
209,Mason Mount,68,MID,Man Utd,2023-08-22T20:00:06.396065Z,1.3,0,0.0,0,882,29,89,241,0,0,0,4.0,0,138,0.07,0,289,4.17,2,53,1.8,37,2,0.1,4,1482,138,203,305,20,296,117,100.0,259078,34.0,259,False,Mount,,1,1.0,0,0.43,0.13,67.1,1.3,109,2.0,0.23,1,19857,1.2,0.20,100.0,,0,0.8,8,166,0,13.1,4,129,,1.25,-2,a,110,0.31,0.06,29.4,1.25,0
370,Alex Telles,45,DEF,Man Utd,2023-07-24T09:56:30.018038Z,0.0,0,0.0,0,0,0,227,603,0,0,0,,0,591,0.0,0,0,0.00,0,229,0.0,360,0,0.0,0,7,220,579,595,55,569,227,0.0,661,0.0,599,False,Alex Telles,,0,0.0,0,0.00,0.0,0.0,0.0,227,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Al Nassr,0,0.0,0,686,0,0.0,0,228,,0.0,0,u,223,0.0,0.0,0.0,0.0,0
371,Amad Diallo,44,MID,Man Utd,2023-08-07T17:30:06.162100Z,0.0,0,0.0,0,35,0,225,593,0,0,0,,0,576,0.0,0,0,0.00,1,219,0.0,563,0,0.0,0,74,206,562,585,302,557,228,0.0,2941,0.0,589,False,Amad,,0,0.0,0,0.00,0.0,0.0,0.0,229,0.0,0.00,0,446,0.0,0.00,0.0,Knee injury - Unknown return date,0,0.0,0,579,0,0.0,0,224,,0.0,-1,i,222,0.0,0.0,0.0,0.0,0
372,Antony Matheus dos Santos,68,MID,Man Utd,2023-09-11T09:00:09.278158Z,1.53,0,0.0,0,577,34,60,258,0,0,0,,0,82,0.18,0,335,5.70,2,66,1.2,38,1,0.0,4,664,177,112,298,21,380,84,100.0,98497,71.0,168,False,Antony,,1,0.6,0,1.44,0.39,99.5,0.7,119,1.8,0.66,1,17270,1.3,0.78,100.0,,0,0.2,9,214,0,20.2,4,127,,1.07,-2,a,67,0.27,0.21,33.6,1.07,0
373,Bruno Borges Fernandes,84,MID,Man Utd,,1.54,0,0.0,5,12856,146,2,61,0,0,0,2.0,2,3,0.36,0,720,12.35,1,10,4.8,9,2,0.5,8,72538,33,28,16,7,68,4,,1597895,184.0,6,False,B.Fernandes,3.0,2,17.2,1,5.53,0.69,326.4,4.3,26,4.1,2.89,3,741118,3.9,2.64,,,0,3.8,33,22,0,74.4,12,7,1.0,1.5,-1,a,16,0.25,0.33,235.8,1.0,1
374,Brandon Williams,40,DEF,Man Utd,2023-08-25T08:38:04.574841Z,0.0,0,0.0,0,0,0,179,496,0,0,0,,0,473,0.0,0,0,0.00,0,167,0.0,645,0,0.0,0,152,159,447,489,184,444,182,0.0,10889,0.0,494,False,B.Williams,,0,0.1,0,0.00,0.0,0.0,0.0,180,0.0,0.00,0,1224,0.0,0.00,0.0,Season-long loan to Ipswich Town,0,0.0,0,434,0,0.0,0,182,,0.0,0,u,165,0.0,0.0,0.0,0.0,0
375,Eric Bailly,40,DEF,Man Utd,2023-09-06T09:24:44.178755Z,0.0,0,0.0,0,0,0,171,483,0,0,0,,0,460,0.0,0,0,0.00,0,149,0.0,630,0,0.0,0,345,151,434,476,174,431,174,0.0,13774,0.0,481,False,Bailly,,0,0.1,0,0.00,0.0,0.0,0.0,172,0.0,0.00,0,2895,0.0,0.00,0.0,Permanent transfer to Süper Lig club Beşiktaş,0,0.0,0,388,0,0.0,0,174,,0.0,0,u,157,0.0,0.0,0.0,0.0,0
376,Carlos Henrique Casimiro,54,MID,Man Utd,,1.52,0,0.0,0,3414,94,46,166,0,0,0,,1,64,0.06,0,648,10.94,1,27,2.8,116,1,0.3,8,14981,84,56,59,71,192,31,,271057,123.0,48,False,Casemiro,,2,3.7,0,2.32,0.33,112.6,2.3,69,2.6,0.41,1,138798,3.9,1.91,,,0,1.8,21,88,0,40.3,11,23,,1.53,-1,a,34,0.28,0.27,167.2,1.11,0
377,Diogo Dalot Teixeira,49,DEF,Man Utd,,1.41,0,0.0,1,7154,112,11,231,0,0,0,,0,42,0.12,0,564,8.83,1,49,3.8,258,2,0.6,6,4635,36,150,120,31,107,16,,145256,51.0,77,False,Dalot,,1,1.8,0,1.02,0.16,146.8,3.3,77,2.0,0.76,1,130714,2.9,0.26,,,0,2.8,14,125,0,31.8,11,48,,1.76,-1,a,27,0.16,0.04,119.8,0.96,0
379,Christian Eriksen,59,MID,Man Utd,2023-09-27T09:00:08.745934Z,1.86,0,0.0,4,859,99,67,127,0,0,0,3.0,1,91,0.09,0,374,7.72,1,67,2.0,69,1,0.2,3,2450,123,158,123,42,260,65,100.0,49803,48.0,117,False,Eriksen,4.0,0,0.6,1,0.74,0.18,91.5,1.5,58,3.1,0.38,0,38190,3.7,0.36,100.0,,0,1.0,22,217,0,25.8,9,41,,2.17,-1,a,90,0.0,0.09,118.0,0.72,0
